comments,sentiment_keyword_json,sentiment,emotion
"2:16 close your eyes, and Seth Rogen appears.","{'usage': {'text_units': 1, 'text_characters': 45, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.318752, 'joy': 0.227444, 'fear': 0.384986, 'disgust': 0.070676, 'anger': 0.018442}}}}",neutral,fear
It looks Fantastic,"{'usage': {'text_units': 1, 'text_characters': 18, 'features': 2}, 'sentiment': {'document': {'score': 0.982825, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.014413, 'joy': 0.878258, 'fear': 0.003927, 'disgust': 0.009214, 'anger': 0.006897}}}}",positive,joy
3:24 I just thought of film theory. Matpat probably going to use the wall of China to see how fast Sonic is compared to his video game self.,"{'usage': {'text_units': 1, 'text_characters': 140, 'features': 2}, 'sentiment': {'document': {'score': 0.296129, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.325955, 'joy': 0.327229, 'fear': 0.128435, 'disgust': 0.252529, 'anger': 0.040377}}}}",positive,joy
2:31 I thought someone was honking on my street,"{'usage': {'text_units': 1, 'text_characters': 47, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.258874, 'joy': 0.063187, 'fear': 0.284022, 'disgust': 0.155514, 'anger': 0.239027}}}}",neutral,fear
"Hey! Super Mario bros movie, was fun. I love it a lot","{'usage': {'text_units': 1, 'text_characters': 53, 'features': 2}, 'sentiment': {'document': {'score': 0.992698, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.031527, 'joy': 0.918631, 'fear': 0.011822, 'disgust': 0.00749, 'anger': 0.014613}}}}",positive,joy
Calvin's laugh makes me laugh,"{'usage': {'text_units': 1, 'text_characters': 29, 'features': 2}, 'sentiment': {'document': {'score': 0.986553, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.03961, 'joy': 0.805753, 'fear': 0.039209, 'disgust': 0.04312, 'anger': 0.017651}}}}",positive,joy
"Jim Carrey doesn't remind me of Robotnik much.

But an antagonistic Kintobor on the other hand...","{'usage': {'text_units': 1, 'text_characters': 97, 'features': 2}, 'sentiment': {'document': {'score': -0.889867, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.146071, 'joy': 0.440598, 'fear': 0.020395, 'disgust': 0.158178, 'anger': 0.149698}}}}",negative,joy
"""Petitions did something"" The redesign was planned since the beginning. Paramount could not afford to lose 9 millions dollars at this time. There's no way that first design could ever be approved by any collaborative effort, especially in the hands of the team responsible for the widely praised Deadpool movie CGI.

They played people for fools.","{'usage': {'text_units': 1, 'text_characters': 346, 'features': 2}, 'sentiment': {'document': {'score': -0.73695, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.419674, 'joy': 0.270431, 'fear': 0.036406, 'disgust': 0.348996, 'anger': 0.103663}}}}",negative,sadness
"2:31 thought that car horn was my relief officer thinking i was asleep, im at work rn 😂","{'usage': {'text_units': 1, 'text_characters': 87, 'features': 2}, 'sentiment': {'document': {'score': -0.292173, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.455581, 'joy': 0.068936, 'fear': 0.540652, 'disgust': 0.088969, 'anger': 0.009426}}}}",negative,fear
I love The Flash reference❤️,"{'usage': {'text_units': 1, 'text_characters': 27, 'features': 2}, 'sentiment': {'document': {'score': 0.993554, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.023466, 'joy': 0.942097, 'fear': 0.003109, 'disgust': 0.009407, 'anger': 0.001363}}}}",positive,joy
Thank god for the team that did SONIC MANIA for redesigning him!,"{'usage': {'text_units': 1, 'text_characters': 64, 'features': 2}, 'sentiment': {'document': {'score': 0.944482, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.030366, 'joy': 0.772711, 'fear': 0.020499, 'disgust': 0.074011, 'anger': 0.01719}}}}",positive,joy
0:19 Seth Rogen,"{'usage': {'text_units': 1, 'text_characters': 15, 'features': 1}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'de', 'warnings': ['emotion: unsupported text language: de']}",neutral,NULL
Green hill look freaking amazing,"{'usage': {'text_units': 1, 'text_characters': 32, 'features': 2}, 'sentiment': {'document': {'score': 0.967275, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.006217, 'joy': 0.842283, 'fear': 0.065095, 'disgust': 0.060718, 'anger': 0.057588}}}}",positive,joy
The super smash bros cinematic universe,"{'usage': {'text_units': 1, 'text_characters': 39, 'features': 2}, 'sentiment': {'document': {'score': 0.429695, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.350936, 'joy': 0.219642, 'fear': 0.023872, 'disgust': 0.044023, 'anger': 0.392197}}}}",positive,anger
"They cut the part where Sonic is in the suitcase and someone asks if he has a child in a bag. 'Yes it's a child, but it's not mine. . That bit. Pure gold.","{'usage': {'text_units': 1, 'text_characters': 154, 'features': 2}, 'sentiment': {'document': {'score': -0.610687, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.29022, 'joy': 0.332844, 'fear': 0.01707, 'disgust': 0.186593, 'anger': 0.244645}}}}",negative,joy
"Detective Pikachu (2019): I'm the best Video Game Movie.
Sonic The Hedgehog (2020): Hold my rings.","{'usage': {'text_units': 1, 'text_characters': 98, 'features': 2}, 'sentiment': {'document': {'score': 0.854256, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.129848, 'joy': 0.50281, 'fear': 0.0721, 'disgust': 0.006441, 'anger': 0.014262}}}}",positive,joy
"I hope they start a Sega/Nintendo Cinematic Universe and it concludes with Super Smash Bros the movie. 

The Master hand snaps half of them out of existence in part 1 and in part 2 the original Smash Bros revive the others to defeat Master hand once and for all.","{'usage': {'text_units': 1, 'text_characters': 262, 'features': 2}, 'sentiment': {'document': {'score': 0.403966, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.194038, 'joy': 0.468411, 'fear': 0.069262, 'disgust': 0.043187, 'anger': 0.316495}}}}",positive,joy
React to my YTP of it next,"{'usage': {'text_units': 1, 'text_characters': 26, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.186549, 'joy': 0.193876, 'fear': 0.230514, 'disgust': 0.088672, 'anger': 0.303513}}}}",neutral,anger
They picked the right song to play at the end. I use to love watching that Sonic cartoon on Fox Kids back in the day.,"{'usage': {'text_units': 1, 'text_characters': 117, 'features': 2}, 'sentiment': {'document': {'score': 0.82139, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.132988, 'joy': 0.756666, 'fear': 0.024026, 'disgust': 0.044525, 'anger': 0.055761}}}}",positive,joy
I just want to see this movie becuse of Jim Carrey :),"{'usage': {'text_units': 1, 'text_characters': 53, 'features': 2}, 'sentiment': {'document': {'score': -0.658457, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.040176, 'joy': 0.582663, 'fear': 0.013022, 'disgust': 0.056022, 'anger': 0.107938}}}}",negative,joy
"Jim: of course I want a latte I love the way you make them!
Me: that’s the Jim we all know and love for ya!","{'usage': {'text_units': 1, 'text_characters': 107, 'features': 2}, 'sentiment': {'document': {'score': 0.981006, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.033321, 'joy': 0.819461, 'fear': 0.00801, 'disgust': 0.010179, 'anger': 0.114074}}}}",positive,joy
Making it bad at the first time was probably a great thing after all!,"{'usage': {'text_units': 1, 'text_characters': 69, 'features': 2}, 'sentiment': {'document': {'score': 0.673906, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.355555, 'joy': 0.44571, 'fear': 0.23805, 'disgust': 0.04131, 'anger': 0.039687}}}}",positive,joy
"Finally the fixed version of SONIC: THE HEDGEHOG! What do you think of it?
Enjoy the hot new Trailer in real 4K and don't miss to share it with your friends 👊😎","{'usage': {'text_units': 1, 'text_characters': 159, 'features': 2}, 'sentiment': {'document': {'score': 0.637836, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.017948, 'joy': 0.906735, 'fear': 0.040199, 'disgust': 0.025616, 'anger': 0.009921}}}}",positive,joy
To those that overworked themselves recreating sonic to look better. I applaud you. You are the real MVPs,"{'usage': {'text_units': 1, 'text_characters': 105, 'features': 2}, 'sentiment': {'document': {'score': 0.848251, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.123025, 'joy': 0.479581, 'fear': 0.056207, 'disgust': 0.057998, 'anger': 0.079375}}}}",positive,joy
"Paramount: We listen to our fans.

Disney: Wait that’s illegal","{'usage': {'text_units': 1, 'text_characters': 62, 'features': 2}, 'sentiment': {'document': {'score': 0.533168, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.149996, 'joy': 0.151407, 'fear': 0.007752, 'disgust': 0.342373, 'anger': 0.540043}}}}",positive,anger
he's so cheesy and cute and i love him,"{'usage': {'text_units': 1, 'text_characters': 38, 'features': 2}, 'sentiment': {'document': {'score': 0.982554, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.02629, 'joy': 0.930112, 'fear': 0.011481, 'disgust': 0.005699, 'anger': 0.012898}}}}",positive,joy
"I'd love it if Sonic's enemies were to create a wanted poster of him and it looks like the other trailer Sonic. He would turn to it and say ""That looks nothing like me"".","{'usage': {'text_units': 1, 'text_characters': 169, 'features': 2}, 'sentiment': {'document': {'score': -0.675344, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.439783, 'joy': 0.263405, 'fear': 0.146194, 'disgust': 0.037717, 'anger': 0.152218}}}}",negative,sadness
"2019: ""Look how they massacred my boi.""

2020: ""Look how they remastered my boi.""","{'usage': {'text_units': 1, 'text_characters': 81, 'features': 2}, 'sentiment': {'document': {'score': -0.511122, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.146448, 'joy': 0.120401, 'fear': 0.043428, 'disgust': 0.162218, 'anger': 0.032667}}}}",negative,disgust
"Paramount: We've decided to listen to the fans.


Disney: We don't do that here.","{'usage': {'text_units': 1, 'text_characters': 80, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.089458, 'joy': 0.645131, 'fear': 0.005458, 'disgust': 0.207766, 'anger': 0.097669}}}}",neutral,joy
"Fans: eww sonic looks like a living nightmare 

Paramount: *Uno Revers card*","{'usage': {'text_units': 1, 'text_characters': 76, 'features': 2}, 'sentiment': {'document': {'score': -0.933803, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.161554, 'joy': 0.09861, 'fear': 0.091448, 'disgust': 0.588551, 'anger': 0.141052}}}}",negative,disgust
"I love how the internet bullied an entire studio into re-animating a movie from scratch.



(Also a great big thank you and congratulations to the people that put in the time and effort to do it)","{'usage': {'text_units': 1, 'text_characters': 195, 'features': 2}, 'sentiment': {'document': {'score': 0.999586, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.041224, 'joy': 0.887361, 'fear': 0.008744, 'disgust': 0.01453, 'anger': 0.054045}}}}",positive,joy
"Paramount: *releases 1st trailer and get bad feedback*

Paramount: wayment yall aint see that gimme a minute","{'usage': {'text_units': 1, 'text_characters': 108, 'features': 2}, 'sentiment': {'document': {'score': -0.505315, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.30865, 'joy': 0.012929, 'fear': 0.148784, 'disgust': 0.083279, 'anger': 0.156397}}}}",negative,sadness
This is so much better. I love it. Can’t wait.,"{'usage': {'text_units': 1, 'text_characters': 46, 'features': 2}, 'sentiment': {'document': {'score': 0.967321, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.049356, 'joy': 0.901605, 'fear': 0.015181, 'disgust': 0.002915, 'anger': 0.018051}}}}",positive,joy
Everyone who disliked this trailed were the people who shamefully liked the 2019 version,"{'usage': {'text_units': 1, 'text_characters': 88, 'features': 2}, 'sentiment': {'document': {'score': -0.726642, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.317863, 'joy': 0.122177, 'fear': 0.064759, 'disgust': 0.217405, 'anger': 0.444126}}}}",negative,anger
"2019: uhh meow


2020: sigh I can’t with that guy","{'usage': {'text_units': 1, 'text_characters': 49, 'features': 2}, 'sentiment': {'document': {'score': -0.897949, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.616748, 'joy': 0.041092, 'fear': 0.293997, 'disgust': 0.061163, 'anger': 0.206238}}}}",negative,sadness
"2019: “The sonic look sucks!”

2020: “The look is awesome!”","{'usage': {'text_units': 1, 'text_characters': 59, 'features': 2}, 'sentiment': {'document': {'score': 0.476284, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.049594, 'joy': 0.592553, 'fear': 0.085598, 'disgust': 0.033613, 'anger': 0.086739}}}}",positive,joy
"1:59
*When my parents ask how I did so good in school*","{'usage': {'text_units': 1, 'text_characters': 54, 'features': 2}, 'sentiment': {'document': {'score': 0.831956, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.230545, 'joy': 0.646044, 'fear': 0.059778, 'disgust': 0.017942, 'anger': 0.083677}}}}",positive,joy
"paramount: sonic trailer
everyone: it sucks

paramount: there is another","{'usage': {'text_units': 1, 'text_characters': 72, 'features': 2}, 'sentiment': {'document': {'score': -0.897587, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.254932, 'joy': 0.01492, 'fear': 0.469633, 'disgust': 0.116978, 'anger': 0.347151}}}}",negative,fear
"2020: That My Sonic In My Dreams
2019: That’s My Worst Nightmare","{'usage': {'text_units': 1, 'text_characters': 64, 'features': 2}, 'sentiment': {'document': {'score': -0.964065, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.323019, 'joy': 0.034889, 'fear': 0.611316, 'disgust': 0.120391, 'anger': 0.166385}}}}",negative,fear
"0:20
“Hill Top Rd”
As in Hill Top Zone, one of the zones from Sonic 2?","{'usage': {'text_units': 1, 'text_characters': 70, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.05674, 'joy': 0.163055, 'fear': 0.063013, 'disgust': 0.036741, 'anger': 0.148287}}}}",neutral,joy
"Everyone: 2019  sonic sucks! 
Jim Carrey: Hold Mae beer. I'm bout to save this movies whole career","{'usage': {'text_units': 1, 'text_characters': 98, 'features': 2}, 'sentiment': {'document': {'score': -0.958447, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.290003, 'joy': 0.262464, 'fear': 0.086901, 'disgust': 0.078999, 'anger': 0.421395}}}}",negative,anger
2:01 me after I finish a test and my next period teacher gives me another one,"{'usage': {'text_units': 1, 'text_characters': 77, 'features': 2}, 'sentiment': {'document': {'score': 0.796898, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.218669, 'joy': 0.234132, 'fear': 0.322092, 'disgust': 0.125094, 'anger': 0.226523}}}}",positive,fear
"2019: *crying in the corner*
2020: *thats the cutest fucking thing I've ever seen in my life*","{'usage': {'text_units': 1, 'text_characters': 93, 'features': 2}, 'sentiment': {'document': {'score': -0.932935, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.610157, 'joy': 0.063419, 'fear': 0.114062, 'disgust': 0.076602, 'anger': 0.256}}}}",negative,sadness
1:40 Of course I want a latte... I LOVE THE WAY YOU MAKE THEM!!!!,"{'usage': {'text_units': 1, 'text_characters': 65, 'features': 2}, 'sentiment': {'document': {'score': 0.942053, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.032403, 'joy': 0.804926, 'fear': 0.013995, 'disgust': 0.006452, 'anger': 0.160241}}}}",positive,joy
Robotnik screaming when seeing Sonic is how everyone reacted to Sonic’s first design.,"{'usage': {'text_units': 1, 'text_characters': 85, 'features': 2}, 'sentiment': {'document': {'score': -0.768843, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.07767, 'joy': 0.540715, 'fear': 0.061587, 'disgust': 0.053183, 'anger': 0.308272}}}}",negative,joy
"Now we need to protest against the ""cat movie""","{'usage': {'text_units': 1, 'text_characters': 46, 'features': 2}, 'sentiment': {'document': {'score': -0.573325, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.184857, 'joy': 0.038281, 'fear': 0.193213, 'disgust': 0.431096, 'anger': 0.465169}}}}",negative,anger
1:43 the theater is playing yo mama,"{'usage': {'text_units': 1, 'text_characters': 35, 'features': 2}, 'sentiment': {'document': {'score': 0.848909, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.153311, 'joy': 0.627407, 'fear': 0.018053, 'disgust': 0.008261, 'anger': 0.111236}}}}",positive,joy
"When u know there is a company that truly listens to the Fans...

*My Profile Pict is your reaction*","{'usage': {'text_units': 1, 'text_characters': 100, 'features': 2}, 'sentiment': {'document': {'score': 0.851792, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.108948, 'joy': 0.59001, 'fear': 0.003002, 'disgust': 0.171707, 'anger': 0.017129}}}}",positive,joy
2:01 I can’t wait to see those bloopers 😂,"{'usage': {'text_units': 1, 'text_characters': 41, 'features': 2}, 'sentiment': {'document': {'score': 0.793898, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.574365, 'joy': 0.178039, 'fear': 0.09825, 'disgust': 0.144713, 'anger': 0.002668}}}}",positive,sadness
Now this sonic the hedghog  trailer  is better he looks like  sonic this time,"{'usage': {'text_units': 1, 'text_characters': 77, 'features': 2}, 'sentiment': {'document': {'score': -0.438195, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.171099, 'joy': 0.332552, 'fear': 0.151916, 'disgust': 0.0529, 'anger': 0.063118}}}}",negative,joy
"“How are you not dead?”
Sonic dancing: “I HAVE NO IDEA”
1:58 it happened!","{'usage': {'text_units': 1, 'text_characters': 73, 'features': 2}, 'sentiment': {'document': {'score': -0.888865, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.305377, 'joy': 0.315707, 'fear': 0.082381, 'disgust': 0.015786, 'anger': 0.039137}}}}",negative,joy
"2:47 
May I ask why u have the old sonic design in the background before the outro?","{'usage': {'text_units': 1, 'text_characters': 83, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.070397, 'joy': 0.120632, 'fear': 0.240355, 'disgust': 0.040278, 'anger': 0.124213}}}}",neutral,fear
This is definitely based off the Sonic Dreams Collection,"{'usage': {'text_units': 1, 'text_characters': 56, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.090906, 'joy': 0.496334, 'fear': 0.098835, 'disgust': 0.010092, 'anger': 0.028655}}}}",neutral,joy
"""Ofcourse I'd like a latte, I love the way you make them!"" Comedygold😂😂","{'usage': {'text_units': 1, 'text_characters': 71, 'features': 2}, 'sentiment': {'document': {'score': 0.969278, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.217371, 'joy': 0.694376, 'fear': 0.025022, 'disgust': 0.067223, 'anger': 0.001933}}}}",positive,joy
"Me: Omg stop the car the world first life action sonic movie we got to see it.
My friend: No this is not some fun family roadtrip... 
Me: Ahh you're were right it was lame but sonic's design was cool","{'usage': {'text_units': 1, 'text_characters': 199, 'features': 2}, 'sentiment': {'document': {'score': -0.639837, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.052115, 'joy': 0.814396, 'fear': 0.09343, 'disgust': 0.037596, 'anger': 0.027952}}}}",negative,joy
"no that i'm looking back on the trailer, how sonic travels by ring is actually a reference to sonic unleashed, were he travels the world to bring back the chaos emeralds' power.","{'usage': {'text_units': 1, 'text_characters': 177, 'features': 2}, 'sentiment': {'document': {'score': 0.337975, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.065049, 'joy': 0.551826, 'fear': 0.073494, 'disgust': 0.049313, 'anger': 0.078165}}}}",positive,joy
Oh give me a big fat break 2:01,"{'usage': {'text_units': 1, 'text_characters': 31, 'features': 2}, 'sentiment': {'document': {'score': -0.5626, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.444659, 'joy': 0.027611, 'fear': 0.309012, 'disgust': 0.201745, 'anger': 0.303346}}}}",negative,sadness
"2019: OH GIVE ME A BIG FAT BREAK
2020: Extremely handsome package","{'usage': {'text_units': 1, 'text_characters': 65, 'features': 2}, 'sentiment': {'document': {'score': 0.62643, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.563254, 'joy': 0.055487, 'fear': 0.146767, 'disgust': 0.13082, 'anger': 0.384323}}}}",positive,sadness
"Is it weird that I want the old trailer to stay on YouTube, just so this MAJOR improvement between the two is marked on history? lol","{'usage': {'text_units': 1, 'text_characters': 132, 'features': 2}, 'sentiment': {'document': {'score': -0.520833, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.2441, 'joy': 0.158849, 'fear': 0.546268, 'disgust': 0.02386, 'anger': 0.116942}}}}",negative,fear
"Like - Redesign of Sonic
Comment - Old design of Sonic","{'usage': {'text_units': 1, 'text_characters': 54, 'features': 2}, 'sentiment': {'document': {'score': 0.527671, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.10783, 'joy': 0.358357, 'fear': 0.118486, 'disgust': 0.151409, 'anger': 0.113407}}}}",positive,joy
"Tom: How are you not dead? 


Sonic: I have no idea


😂😂😂","{'usage': {'text_units': 1, 'text_characters': 57, 'features': 2}, 'sentiment': {'document': {'score': -0.617441, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.369635, 'joy': 0.186155, 'fear': 0.087641, 'disgust': 0.206962, 'anger': 0.0029}}}}",negative,sadness
"2019: is this even a movie

2020: *this is much more better than my childhood*","{'usage': {'text_units': 1, 'text_characters': 78, 'features': 2}, 'sentiment': {'document': {'score': 0.616913, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.165065, 'joy': 0.774965, 'fear': 0.016861, 'disgust': 0.005672, 'anger': 0.005979}}}}",positive,joy
I hope sonic says this to robotnik “he looked familiar”,"{'usage': {'text_units': 1, 'text_characters': 55, 'features': 2}, 'sentiment': {'document': {'score': 0.592833, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.222715, 'joy': 0.224402, 'fear': 0.170827, 'disgust': 0.167007, 'anger': 0.051771}}}}",positive,joy
"1:29
me when my parent ain't home","{'usage': {'text_units': 1, 'text_characters': 33, 'features': 2}, 'sentiment': {'document': {'score': -0.830095, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.516151, 'joy': 0.133457, 'fear': 0.077033, 'disgust': 0.167279, 'anger': 0.220158}}}}",negative,sadness
"2019: GROSS👎😑😝
2020: PERFECT👍😊😁😍💞❤👏👌","{'usage': {'text_units': 1, 'text_characters': 36, 'features': 2}, 'sentiment': {'document': {'score': 0.985819, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.010123, 'joy': 0.930423, 'fear': 0.022357, 'disgust': 0.042604, 'anger': 0.000953}}}}",positive,joy
This way better than what it was like 11 months ago i was so excited I seen the movie at feb 13 the day it came out,"{'usage': {'text_units': 1, 'text_characters': 115, 'features': 2}, 'sentiment': {'document': {'score': 0.937896, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.108864, 'joy': 0.824753, 'fear': 0.020483, 'disgust': 0.014493, 'anger': 0.025073}}}}",positive,joy
Here comes the boom 1:55,"{'usage': {'text_units': 1, 'text_characters': 24, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.123031, 'joy': 0.461072, 'fear': 0.076173, 'disgust': 0.02025, 'anger': 0.045125}}}}",neutral,joy
THE LEGENDS HAVE CORRECTED THEIR MISTAKE,"{'usage': {'text_units': 1, 'text_characters': 40, 'features': 2}, 'sentiment': {'document': {'score': -0.86226, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.340135, 'joy': 0.124194, 'fear': 0.113734, 'disgust': 0.062204, 'anger': 0.39398}}}}",negative,anger
0:31 when you’re friend ships Sonic and Tails,"{'usage': {'text_units': 1, 'text_characters': 45, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.240989, 'joy': 0.189102, 'fear': 0.039059, 'disgust': 0.040669, 'anger': 0.129137}}}}",neutral,sadness
0:50 that in the backround looks like some clay sonic lmao,"{'usage': {'text_units': 1, 'text_characters': 58, 'features': 2}, 'sentiment': {'document': {'score': 0.818345, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.113967, 'joy': 0.495762, 'fear': 0.072359, 'disgust': 0.068948, 'anger': 0.03939}}}}",positive,joy
"I didn't see the updated trailer until now, looks like something I would take my kid to.

I saw the first trailer last year and I remember thinking why does Sonic look so wrong, which gave me a very poor initial impression of the movie.","{'usage': {'text_units': 1, 'text_characters': 236, 'features': 2}, 'sentiment': {'document': {'score': -0.84118, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.5628, 'joy': 0.035695, 'fear': 0.397629, 'disgust': 0.21404, 'anger': 0.067004}}}}",negative,sadness
"It's not just sonic, everything's better. The music, the pacing, the footage. I've never seen a major studio redeem themselves so well before.","{'usage': {'text_units': 1, 'text_characters': 142, 'features': 2}, 'sentiment': {'document': {'score': 0.807407, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.093605, 'joy': 0.680051, 'fear': 0.083243, 'disgust': 0.010553, 'anger': 0.052626}}}}",positive,joy
"Everyone: your sonic sucks! 

Paramount: ok..

Everyone: wow can't believe that actually works","{'usage': {'text_units': 1, 'text_characters': 94, 'features': 2}, 'sentiment': {'document': {'score': -0.726599, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.262754, 'joy': 0.137525, 'fear': 0.267731, 'disgust': 0.074001, 'anger': 0.444328}}}}",negative,anger
